Aktivitätstyp,Datum,Favorit,Titel,Distanz,Kalorien,Zeit,Ø Herzfrequenz,Maximale Herzfrequenz,Aerober TE,Ø Schrittfrequenz (Laufen),Max. Schrittfrequenz (Laufen),Ø Pace,Beste Pace,Anstieg gesamt,Abstieg gesamt,Ø Schrittlänge,Durchschnittliches vertikales Verhältnis,Ø vertikale Bewegung,Ø Bodenkontaktzeit,Normalized Power® (NP®),Training Stress Score®,Ø Leistung,Max. Leistung,Grit,Flow,Schritte,Wiederholungen insgesamt,Sätze insgesamt,Body Battery Abnahme,Dekompression,Beste Rundenzeit,Anzahl der Runden,Zeit in Bewegung,Verstrichene Zeit,Minimale Höhe,Maximale Höhe
strength_training,2026-05-28 13:13:18,false,Krafttrai​ning,"0,00",6,00:01:34,82,89,"0,0"
strength_training,2026-05-26 08:56:19,false,Krafttrai​ning,"0,00",212,00:38:34,105,130,"1,2"
strength_training,2026-05-25 09:01:38,false,Krafttrai​ning,"0,00",243,00:36:37,113,134,"2,0"
walking,2026-05-24 09:20:09,false,Nassereith Gehen,"12,64",883,02:11:05,123,146,"3,0"
strength_training,2026-05-23 11:07:52,false,Krafttrai​ning,"0,00",384,00:46:37,126,152,"2,7"
strength_training,2026-05-22 09:04:37,false,Krafttrai​ning,"0,00",239,00:34:55,114,147,"2,0"
strength_training,2026-05-21 08:38:08,false,Krafttrai​ning,"0,00",261,00:40:33,112,159,"2,0"
strength_training,2026-05-17 08:24:00,false,Krafttrai​ning,"0,00",360,00:48:38,121,143,"2,3"
Laufbandtraining,2026-05-16 10:15:28,false,Laufbandtraining,"5,00",312,00:33:46,137,177,"3,2",150,184,6:45,3:11,--,--,"0,98","9,0","8,4",304,313,"0,0",267,569,--,--,5.118,--,--,-8,Nein,"00:05:37,3",5,00:33:25,00:33:46,--,--
Gehen,2026-05-15 15:04:22,false,Nassereith Gehen,"3,40",267,00:43:51,111,129,"1,3",104,180,12:53,5:12,42,40,"0,74",--,--,--,--,"0,0",--,--,--,--,4.800,--,--,-4,Nein,"00:00:03,6",6,00:34:03,00:43:56,841,872
Krafttraining,2026-05-15 08:38:25,false,Krafttrai​ning,"0,00",377,00:45:57,125,156,"2,6",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,640,320,32,-8,Nein,00:45:57,1,00:18:33,00:45:57,--,--
Krafttraining,2026-05-14 08:39:22,false,Krafttrai​ning,"0,00",325,00:42:27,119,156,"2,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,630,302,32,-8,Nein,00:42:27,1,00:17:31,00:42:27,--,--
Gehen,2026-05-13 07:38:18,false,Nassereith Gehen,"13,90",1.026,02:35:40,120,144,"3,0",120,158,11:12,8:14,425,425,"0,74",--,--,--,--,"0,0",--,--,--,--,18.782,--,--,-20,Nein,"00:08:58,5",14,02:33:20,02:45:40,865,1.221
Krafttraining,2026-05-12 08:30:42,false,Krafttrai​ning,"0,00",389,00:49:58,123,156,"2,6",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,656,328,40,-7,Nein,00:49:58,1,00:18:12,00:49:58,--,--
Krafttraining,2026-05-11 08:32:22,false,Krafttrai​ning,"0,00",362,00:44:40,124,149,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,560,280,31,-11,Nein,00:44:40,1,00:17:11,00:44:40,--,--
Gehen,2026-05-10 08:53:11,false,Nassereith Gehen,"10,16",728,01:43:41,122,144,"2,8",127,145,10:12,8:48,200,191,"0,77",--,--,--,--,"0,0",--,--,--,--,13.236,--,--,-15,Nein,"00:01:54,2",11,01:43:08,01:43:41,823,897
Krafttraining,2026-05-07 08:03:47,false,Krafttrai​ning,"0,00",383,00:49:08,123,141,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,460,230,27,-8,Nein,00:49:08,1,00:17:42,00:49:08,--,--
Krafttraining,2026-05-04 07:40:05,false,Krafttrai​ning,"0,00",452,00:47:02,134,157,"3,3",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,422,211,23,-8,Nein,00:47:02,1,00:14:28,00:47:02,--,--
Krafttraining,2026-05-01 08:32:55,false,Krafttrai​ning,"0,00",401,00:56:13,119,157,"2,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,628,314,42,-9,Nein,00:56:13,1,00:17:39,00:56:13,--,--
Krafttraining,2026-04-30 08:24:40,false,Krafttrai​ning,"0,00",330,00:45:48,117,143,"2,2",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,630,315,33,-7,Nein,00:45:48,1,00:18:11,00:45:48,--,--
Laufbandtraining,2026-04-29 07:52:11,false,Laufbandtraining,"10,00",531,01:16:09,120,151,"2,6",149,195,7:37,5:17,--,--,"1,06","9,0","9,6",311,300,"0,0",297,366,--,--,11.520,--,--,-11,Nein,"00:06:04,6",12,01:15:32,01:16:09,--,--
Krafttraining,2026-04-28 07:37:30,false,Krafttrai​ning,"0,00",400,00:48:03,126,164,"2,9",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,576,288,33,-9,Nein,00:48:03,1,00:16:12,00:48:03,--,--
Krafttraining,2026-04-27 09:00:15,false,Krafttrai​ning,"0,00",365,00:46:52,120,145,"2,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,596,298,31,-7,Nein,00:46:52,1,00:18:17,00:46:52,--,--
Laufbandtraining,2026-04-26 10:12:25,false,Laufbandtraining,"6,00",367,00:41:34,128,148,"3,0",134,248,6:56,2:54,--,--,"1,03","8,3","8,0",312,272,"0,0",226,609,--,--,6.160,--,--,-9,Nein,"00:02:34,4",6,00:41:06,00:41:34,--,--
Krafttraining,2026-04-25 08:44:32,false,Krafttrai​ning,"0,00",452,00:53:19,128,154,"3,1",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,494,247,30,-11,Nein,00:53:19,1,00:17:14,00:53:19,--,--
Gehen,2026-04-23 11:53:02,false,Nassereith Gehen,"8,76",614,01:26:46,117,141,"2,7",129,162,9:55,7:44,163,159,"0,78",--,--,--,--,"0,0",--,--,--,--,11.370,--,--,-10,Nein,"00:08:02,0",9,01:26:13,01:26:46,824,892
Krafttraining,2026-04-23 08:15:39,false,Krafttrai​ning,"0,00",323,00:44:50,117,154,"2,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,440,220,26,-9,Nein,00:44:50,1,00:16:36,00:44:50,--,--
Krafttraining,2026-04-22 08:34:26,false,Krafttrai​ning,"0,00",358,00:42:06,127,146,"2,8",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,320,160,24,-9,Nein,00:42:06,1,00:13:41,00:42:06,--,--
Krafttraining,2026-04-21 08:37:33,false,Krafttrai​ning,"0,00",542,01:05:57,129,171,"3,2",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,864,432,46,-10,Nein,01:05:57,1,00:25:18,01:05:57,--,--
Laufbandtraining,2026-04-19 09:17:05,false,Laufbandtraining,"8,00",552,00:58:57,134,152,"3,4",139,231,7:22,3:22,--,--,"0,97","8,8","8,3",314,260,"0,0",236,563,--,--,8.630,--,--,-14,Nein,"00:05:18,6",8,00:58:37,00:58:57,--,--
Krafttraining,2026-04-18 12:52:30,false,Krafttrai​ning,"0,00",316,00:41:56,120,152,"2,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,696,348,39,-5,Nein,00:41:56,1,00:16:50,00:41:56,--,--
Krafttraining,2026-04-17 08:58:43,false,Krafttrai​ning,"0,00",416,00:51:14,125,159,"2,8",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,828,399,42,-11,Nein,00:51:14,1,00:21:05,00:51:14,--,--
Gehen,2026-04-16 09:19:38,false,Nassereith Gehen,"8,51",602,01:23:12,120,147,"2,9",130,144,9:47,8:16,144,138,"0,79",--,--,--,--,"0,0",--,--,--,--,10.876,--,--,-17,Nein,"00:05:40,4",9,01:22:25,01:23:12,821,887
Krafttraining,2026-04-11 09:01:56,false,Krafttrai​ning,"0,00",382,00:51:46,121,150,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,752,376,39,-9,Nein,00:51:46,1,00:17:38,00:51:46,--,--
Krafttraining,2026-04-08 08:33:02,false,Krafttrai​ning,"0,00",365,00:44:47,125,147,"2,7",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,778,389,35,-6,Nein,00:44:47,1,00:18:13,00:44:47,--,--
Mountainbiken,2026-04-07 14:08:43,false,Nassereith Mountainbiken,"12,74",477,00:55:06,130,151,"3,1",--,--,"13,9","30,8",170,173,--,--,--,--,--,"0,0",--,--,"14,2","3,4",--,--,--,-8,Nein,00:14:25,3,00:54:56,00:55:06,809,886
Krafttraining,2026-04-06 07:52:49,false,Krafttrai​ning,"0,00",440,00:53:06,128,160,"3,0",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,754,377,42,-8,Nein,00:53:06,1,00:20:08,00:53:06,--,--
Gehen,2026-04-05 09:14:01,false,Nassereith Gehen,"10,09",730,01:43:04,124,152,"3,0",129,143,10:13,8:51,205,205,"0,76",--,--,--,--,"0,0",--,--,--,--,13.396,--,--,-17,Nein,"00:00:02,4",13,01:42:20,01:43:04,819,889
Krafttraining,2026-04-03 08:58:48,false,Krafttrai​ning,"0,00",383,00:50:29,121,162,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,760,380,44,-9,Nein,00:50:29,1,00:17:30,00:50:29,--,--
Laufbandtraining,2026-04-02 08:59:48,false,Laufbandtraining,"8,00",524,00:59:58,128,155,"3,4",140,184,7:30,5:40,--,--,"1,02","8,7","8,8",318,271,"0,0",254,327,--,--,8.750,--,--,-12,Nein,"00:02:57,6",9,00:59:49,00:59:58,--,--
Krafttraining,2026-04-01 13:58:35,false,Krafttrai​ning,"0,00",337,00:42:21,122,151,"2,7",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,700,350,41,-5,Nein,00:42:21,1,00:16:19,00:42:21,--,--
Krafttraining,2026-03-30 10:00:37,false,Krafttrai​ning,"0,00",402,00:51:12,123,155,"3,0",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,786,393,45,-9,Nein,00:51:12,1,00:17:24,00:51:12,--,--
Gehen,2026-03-29 11:42:12,false,Nassereith Gehen,"11,77",786,02:02:06,105,130,"3,0",126,154,10:23,8:19,193,191,"0,76",--,--,--,--,"0,0",--,--,--,--,15.570,--,--,-16,Nein,"00:08:47,9",12,02:00:01,02:02:06,807,890
Krafttraining,2026-03-28 08:03:31,false,Krafttrai​ning,"0,00",441,00:56:40,126,158,"3,0",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,848,424,48,-10,Nein,00:56:40,1,00:21:16,00:56:40,--,--
Laufbandtraining,2026-03-24 08:18:31,false,Laufbandtraining,"6,00",362,00:43:16,127,156,"3,0",135,188,7:13,2:59,--,--,"0,94","9,1","7,9",314,259,"0,0",215,597,--,--,6.290,--,--,-9,Nein,"00:01:55,3",6,00:42:56,00:43:16,--,--
Krafttraining,2026-03-23 08:28:45,false,Krafttrai​ning,"0,00",337,00:49:30,117,153,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,740,370,42,-10,Nein,00:49:30,1,00:21:04,00:49:30,--,--
Gehen,2026-03-20 08:12:57,false,Nassereith Gehen,"8,75",601,01:29:20,111,139,"2,9",130,158,10:13,8:09,171,165,"0,76",--,--,--,--,"0,0",--,--,--,--,11.628,--,--,-15,Nein,"00:07:59,3",9,01:28:21,01:29:20,822,891
Krafttraining,2026-03-19 07:35:35,false,Krafttrai​ning,"0,00",332,00:48:12,117,146,"2,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,864,432,40,-9,Nein,00:48:12,1,00:17:38,00:48:12,--,--
Laufbandtraining,2026-03-17 07:59:18,false,Laufbandtraining,"8,00",410,01:00:11,117,130,"2,4",151,248,7:31,4:35,--,--,"0,92","9,5","8,6",306,263,"0,0",258,445,--,--,9.068,--,--,-12,Nein,"00:02:00,4",9,00:59:34,01:00:11,--,--
Krafttraining,2026-03-16 07:32:05,false,Krafttrai​ning,"0,00",381,00:51:18,122,147,"2,8",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,760,380,47,-11,Nein,00:51:18,1,00:20:37,00:51:44,--,--
Gehen,2026-03-15 11:53:52,false,Nassereith Gehen,"9,85",675,01:39:07,114,140,"2,9",131,154,10:04,5:31,176,169,"0,76",--,--,--,--,"0,0",--,--,--,--,13.012,--,--,-13,Nein,"00:09:03,7",10,01:38:45,01:39:07,819,890
Krafttraining,2026-03-14 07:19:36,false,Krafttrai​ning,"0,00",224,00:31:31,114,160,"2,3",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,490,245,29,-5,Nein,00:31:31,1,00:14:32,00:31:31,--,--
Skifahren (Piste),2026-03-13 10:06:30,false,Nauders Skifahren,"20,54",417,02:13:10,80,130,"0,8",--,--,"19,6","72,5",3.834,4.300,--,--,--,--,--,"0,0",--,--,--,--,--,--,--,-8,Nein,00:04:35,8,01:46:27,02:13:10,1.412,2.664
Krafttraining,2026-03-12 08:04:59,false,Krafttrai​ning,"0,00",411,00:55:24,121,165,"2,9",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,844,422,54,-14,Nein,00:55:24,1,00:20:53,00:55:54,--,--
Laufbandtraining,2026-03-10 07:48:49,false,Laufbandtraining,"6,00",332,00:44:40,128,157,"3,3",151,218,7:27,3:31,--,--,"0,98","9,3","9,1",310,283,"0,0",278,549,--,--,6.746,--,--,-11,Nein,"00:03:57,5",7,00:44:12,00:44:40,--,--
Krafttraining,2026-03-09 08:45:09,false,Krafttrai​ning,"0,00",261,00:47:27,105,131,"1,6",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,850,425,45,-8,Nein,00:47:27,1,00:19:48,00:47:27,--,--
Krafttraining,2026-03-06 07:49:48,false,Krafttrai​ning,"0,00",234,00:40:29,106,137,"1,6",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,698,349,35,-6,Nein,00:40:29,1,00:15:59,00:40:29,--,--
Gehen,2026-03-05 07:12:17,false,Nassereith Gehen,"8,49",575,01:27:28,108,137,"2,6",130,145,10:18,8:53,140,140,"0,74",--,--,--,--,"0,0",--,--,--,--,11.432,--,--,-10,Nein,"00:05:48,8",9,01:26:55,01:27:28,823,890
Krafttraining,2026-03-04 07:16:29,false,Krafttrai​ning,"0,00",264,00:40:49,110,137,"2,1",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,802,401,36,-7,Nein,00:40:49,1,00:17:21,00:40:49,--,--
Laufbandtraining,2026-03-03 07:55:25,false,Laufbandtraining,"8,00",468,00:56:31,126,152,"3,0",145,184,7:04,4:05,--,--,"1,00","8,8","8,7",307,274,"0,0",258,484,--,--,8.588,--,--,-11,Nein,"00:00:27,9",9,00:55:58,00:56:31,--,--
Krafttraining,2026-03-02 07:44:54,false,Krafttrai​ning,"0,00",358,00:47:19,119,151,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,860,418,48,-12,Nein,00:47:19,1,00:19:33,00:47:19,--,--
Gehen,2026-02-28 07:01:43,false,Nassereith Gehen,"8,52",576,01:31:28,107,132,"2,4",126,156,10:44,7:09,140,139,"0,74",--,--,--,--,"0,0",--,--,--,--,11.508,--,--,-16,Nein,"00:06:35,5",9,01:30:30,01:31:28,822,891
Krafttraining,2026-02-27 07:11:24,false,Krafttrai​ning,"0,00",212,00:43:44,99,129,"0,9",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,788,394,42,-7,Nein,00:43:44,1,00:18:07,00:43:44,--,--
Krafttraining,2026-02-25 08:08:58,false,Krafttrai​ning,"0,00",309,00:49:48,111,137,"2,0",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,726,363,47,-7,Nein,00:49:48,1,00:21:10,00:50:31,--,--
Laufbandtraining,2026-02-24 09:13:53,false,Laufbandtraining,"8,00",404,00:56:36,116,156,"2,3",142,188,7:05,3:26,--,--,"0,93","9,2","8,1",309,263,"0,0",237,571,--,--,8.488,--,--,-13,Nein,"00:02:41,8",8,00:56:04,00:56:36,--,--
Krafttraining,2026-02-23 08:22:32,false,Krafttrai​ning,"0,00",76,00:10:27,110,127,"0,8",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,202,101,8,-2,Nein,00:10:27,1,"00:04:32,6",00:10:27,--,--
Cardio,2026-02-23 08:04:44,false,Cardio,"0,00",86,00:16:28,97,126,"0,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,692,--,--,-2,Nein,00:16:28,1,00:00:00,00:16:28,--,--
Gehen,2026-02-22 14:44:34,false,Nassereith Gehen,"7,13",495,01:16:15,108,130,"2,2",127,158,10:42,8:56,92,90,"0,74",--,--,--,--,"0,0",--,--,--,--,9.758,--,--,-8,Nein,"00:01:55,8",8,01:16:03,01:16:15,828,890
Krafttraining,2026-02-22 07:20:11,false,Krafttrai​ning,"0,00",334,00:53:38,111,142,"2,0",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,772,386,45,-9,Nein,00:53:38,1,00:20:15,00:53:38,--,--
Laufbandtraining,2026-02-20 07:49:57,false,Laufbandtraining,"8,00",374,00:59:55,111,135,"2,0",150,171,7:29,4:25,--,--,"0,89","9,7","8,7",321,258,"0,0",256,461,--,--,8.942,--,--,-8,Nein,"00:06:48,0",8,00:59:34,00:59:55,--,--
Krafttraining,2026-02-18 08:10:52,false,Krafttrai​ning,"0,00",257,00:49:15,102,136,"0,8",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,722,361,37,-8,Nein,00:49:15,1,00:24:29,00:49:15,--,--
Krafttraining,2026-02-17 08:48:48,false,Krafttrai​ning,"0,00",169,00:37:42,93,137,"0,7",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,462,231,23,-6,Nein,00:37:42,1,00:14:16,00:37:42,--,--
Gehen,2026-02-16 07:08:10,false,Nassereith Gehen,"6,44",443,01:19:41,104,123,"2,0",116,138,12:22,9:55,83,84,"0,70",--,--,--,--,"0,0",--,--,--,--,9.300,--,--,-11,Nein,"00:05:56,9",7,01:18:31,01:19:41,826,880
Krafttraining,2026-02-15 08:34:23,false,Krafttrai​ning,"0,00",225,00:39:21,105,151,"1,2",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,584,292,30,-10,Nein,00:39:21,1,00:20:03,00:39:21,--,--
Laufbandtraining,2026-02-14 08:32:52,false,Laufbandtraining,"8,00",489,00:58:55,139,167,"3,8",152,240,7:22,3:14,--,--,"1,32","7,9","10,4",283,389,"0,0",382,593,--,--,9.006,--,--,-14,Nein,"00:04:02,7",12,00:58:23,00:58:55,--,--
Krafttraining,2026-02-13 08:25:11,false,Krafttrai​ning,"0,00",281,00:47:02,108,128,"1,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,674,337,32,-8,Nein,00:47:02,1,00:25:57,00:47:02,--,--
Gehen,2026-02-12 09:05:23,false,Nassereith Gehen,"8,50",583,01:28:51,108,130,"2,4",129,147,10:27,9:01,140,143,"0,74",--,--,--,--,"0,0",--,--,--,--,11.556,--,--,-13,Nein,"00:06:02,3",9,01:28:01,01:28:51,821,889
Indoor Cycling,2026-02-11 07:50:46,false,Indoor Cycling,"10,00",213,00:29:24,115,122,"1,7",--,--,"20,4",--,--,--,--,--,--,--,--,"0,0",--,--,--,--,--,--,--,-4,Nein,00:29:24,1,00:00:00,00:29:24,--,--
Krafttraining,2026-02-10 07:44:04,false,Krafttrai​ning,"0,00",296,00:39:53,118,146,"2,2",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,856,428,36,-4,Nein,00:39:53,1,00:19:12,00:39:53,--,--
Krafttraining,2026-02-09 07:40:21,false,Krafttrai​ning,"0,00",408,00:49:29,124,149,"2,6",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,654,327,37,-9,Nein,00:49:29,1,00:23:37,00:49:29,--,--
Gehen,2026-02-08 08:55:02,false,Nassereith Gehen,"8,77",639,01:36:54,122,147,"2,5",123,155,11:03,8:45,170,161,"0,74",--,--,--,--,"0,0",--,--,--,--,11.940,--,--,-14,Nein,"00:08:34,2",9,01:36:08,01:36:54,820,892
Laufbandtraining,2026-02-04 09:39:29,false,Laufbandtraining,"4,00",310,00:27:59,147,172,"3,4",112,171,7:00,5:23,--,--,"1,12","6,9","7,4",320,239,"0,0",185,364,--,--,4.228,--,--,-7,Nein,"00:02:43,0",4,00:27:39,00:27:59,--,--
Krafttraining,2026-02-04 08:46:01,false,Krafttrai​ning,"0,00",367,00:43:24,126,156,"2,7",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,666,333,34,-10,Nein,00:43:24,1,00:20:53,00:43:24,--,--
Gehen,2026-02-03 08:09:40,false,Nassereith Gehen,"10,18",736,01:44:40,120,146,"2,8",126,160,10:17,5:24,178,172,"0,77",--,--,--,--,"0,0",--,--,--,--,13.326,--,--,-15,Nein,"00:02:22,8",11,01:41:35,01:44:40,821,891
Krafttraining,2026-02-02 08:46:01,false,Krafttrai​ning,"0,00",594,01:10:07,130,155,"3,2",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,1.226,613,66,-11,Nein,01:10:07,1,00:27:56,01:10:07,--,--
Gehen,2026-02-01 07:39:45,false,Nassereith Gehen,"9,21",660,01:32:36,120,146,"2,9",130,146,10:03,7:42,176,171,"0,77",--,--,--,--,"0,0",--,--,--,--,12.146,--,--,-11,Nein,"00:02:44,0",10,01:30:48,01:32:36,825,897
Laufbandtraining,2026-01-29 10:16:12,false,Laufbandtraining,"5,00",353,00:35:08,144,171,"3,4",124,190,7:02,2:02,--,--,"1,24","7,0","8,0",308,336,"0,0",241,806,--,--,5.298,--,--,-7,Nein,"00:01:25,6",6,00:34:33,00:35:08,--,--
Krafttraining,2026-01-29 08:35:29,false,Krafttrai​ning,"0,00",388,00:47:56,125,153,"2,7",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,544,272,34,-7,Nein,00:47:56,1,00:17:13,00:47:56,--,--
Laufbandtraining,2026-01-26 08:26:23,false,Laufbandtraining,"5,00",285,00:34:18,127,171,"3,0",125,225,6:52,3:21,--,--,"0,95","8,5","7,2",310,233,"0,0",187,580,--,--,5.042,--,--,-6,Nein,"00:06:06,7",4,00:34:15,00:34:18,--,--
Gehen,2026-01-25 09:16:59,false,Nassereith Gehen,"5,87",438,01:05:15,121,138,"2,3",126,145,11:07,8:12,135,126,"0,71",--,--,--,--,"0,0",--,--,--,--,8.228,--,--,-6,Nein,"00:08:47,1",6,01:04:35,01:05:15,865,947
Krafttraining,2026-01-25 08:04:32,false,Krafttrai​ning,"0,00",407,00:52:15,122,154,"2,7",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,778,389,46,-7,Nein,00:52:15,1,00:22:32,00:52:15,--,--
Krafttraining,2026-01-24 09:19:52,false,Krafttrai​ning,"0,00",250,00:30:52,122,158,"2,5",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,598,299,27,-5,Nein,00:30:52,1,00:14:58,00:30:52,--,--
Gehen,2026-01-23 08:00:41,false,Nassereith Gehen,"8,53",689,01:26:58,133,163,"3,1",131,158,10:12,8:51,148,145,"0,75",--,--,--,--,"0,0",--,--,--,--,11.416,--,--,-8,Nein,"00:06:07,3",9,01:25:44,01:26:58,820,891
Krafttraining,2026-01-21 07:58:50,false,Krafttrai​ning,"0,00",483,00:51:44,133,158,"3,4",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,726,363,43,-11,Nein,00:51:44,1,00:18:06,00:51:44,--,--
Laufbandtraining,2026-01-19 08:56:23,false,Laufbandtraining,"8,00",458,01:01:13,124,153,"3,1",147,235,7:39,3:32,--,--,"0,89","9,5","8,4",327,253,"0,0",247,564,--,--,9.112,--,--,-12,Nein,"00:06:35,2",8,01:01:04,01:01:13,--,--
Krafttraining,2026-01-18 08:27:17,false,Krafttrai​ning,"0,00",437,00:53:14,127,149,"3,0",--,--,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,804,402,49,-10,Nein,00:53:14,1,00:19:04,00:53:14,--,--
